Date,City,Population_Millions,PM2_5,AQI,AQI_Category,Respiratory_Admissions_per_100k,Respiratory_Admissions_EstCases,Cardiovascular_Admissions_per_100k,Cardiovascular_Admissions_EstCases,Asthma_ER_Visits_per_100k,Asthma_ER_Visits_EstCases,Mortality_per_100k,Mortality_EstCases,Health_Risk_Index,City Code
08-08-2015,Bengaluru,13.2,34.6,57,Satisfactory,2.18,288,3.082,407,1.563,206,0.219,29,27.1,KA002
09-08-2015,Bengaluru,13.2,47.6,79,Satisfactory,2.445,323,3.168,418,1.51,199,0.239,31,28.5,KA002
10-08-2015,Bengaluru,13.2,37.4,62,Satisfactory,2.132,281,3.007,397,1.486,196,0.201,27,25.9,KA002
11-08-2015,Bengaluru,13.2,29.6,49,Good,2.227,294,2.792,369,1.358,179,0.223,29,25.8,KA002
12-08-2015,Bengaluru,13.2,25.6,43,Good,2.081,275,2.995,395,1.217,161,0.204,27,24.6,KA002
13-08-2015,Bengaluru,13.2,49.5,82,Satisfactory,2.432,321,2.898,382,1.491,197,0.263,35,28.6,KA002
14-08-2015,Bengaluru,13.2,44.9,74,Satisfactory,2.345,310,3.264,431,1.566,207,0.236,31,28.5,KA002
15-08-2015,Bengaluru,13.2,41.1,68,Satisfactory,2.054,271,3.247,429,1.415,187,0.232,31,26.8,KA002
16-08-2015,Bengaluru,13.2,37.3,62,Satisfactory,2.189,289,2.886,381,1.567,207,0.224,30,26.9,KA002
17-08-2015,Bengaluru,13.2,36.7,61,Satisfactory,1.944,257,3.138,414,1.468,194,0.2,26,25.5,KA002
18-08-2015,Bengaluru,13.2,32.8,54,Satisfactory,2.322,307,2.854,377,1.581,209,0.214,28,27,KA002
19-08-2015,Bengaluru,13.2,37.5,62,Satisfactory,2.498,330,3.058,404,1.415,187,0.221,29,27.4,KA002
20-08-2015,Bengaluru,13.2,25.4,42,Good,1.885,249,2.947,389,1.457,192,0.2,26,24.8,KA002
21-08-2015,Bengaluru,13.2,35.4,58,Satisfactory,2.025,267,3.206,423,1.394,184,0.22,29,26.2,KA002
22-08-2015,Bengaluru,13.2,38.4,64,Satisfactory,2.251,297,2.826,373,1.342,177,0.215,28,25.7,KA002
23-08-2015,Bengaluru,13.2,45.1,75,Satisfactory,2.258,298,3.349,442,1.52,201,0.23,30,28,KA002
24-08-2015,Bengaluru,13.2,40.5,67,Satisfactory,2.184,288,3.372,445,1.415,187,0.228,30,27.3,KA002
25-08-2015,Bengaluru,13.2,46.5,77,Satisfactory,2.031,268,3.141,415,1.545,204,0.243,32,27.5,KA002
26-08-2015,Bengaluru,13.2,50.6,84,Satisfactory,2.331,308,2.931,387,1.608,212,0.243,32,28.2,KA002
27-08-2015,Bengaluru,13.2,48.5,81,Satisfactory,2.398,317,2.779,367,1.423,188,0.24,32,27.2,KA002
28-08-2015,Bengaluru,13.2,44.3,73,Satisfactory,2.642,349,3.366,444,1.618,214,0.249,33,30.3,KA002
29-08-2015,Bengaluru,13.2,41,68,Satisfactory,2.417,319,3.517,464,1.417,187,0.236,31,28.6,KA002
30-08-2015,Bengaluru,13.2,33.9,56,Satisfactory,2.036,269,3.118,412,1.433,189,0.21,28,25.9,KA002
31-08-2015,Bengaluru,13.2,46.4,77,Satisfactory,2.265,299,2.947,389,1.488,196,0.23,30,27.1,KA002
01-09-2015,Bengaluru,13.2,53.2,89,Satisfactory,2.381,314,2.991,395,1.6,211,0.216,29,27.6,KA002
02-09-2015,Bengaluru,13.2,43.6,72,Satisfactory,2.16,285,3.379,446,1.59,210,0.249,33,28.8,KA002
03-09-2015,Bengaluru,13.2,55,92,Satisfactory,2.416,319,3.242,428,1.638,216,0.241,32,29.2,KA002
04-09-2015,Bengaluru,13.2,30.2,500,Severe,2.283,301,2.912,384,1.42,187,0.202,27,25.8,KA002
05-09-2015,Bengaluru,13.2,33,54,Satisfactory,2.368,313,3.534,466,1.541,203,0.21,28,28.2,KA002
06-09-2015,Bengaluru,13.2,47.5,79,Satisfactory,2.381,314,3.373,445,1.635,216,0.246,32,29.5,KA002
07-09-2015,Bengaluru,13.2,43.3,72,Satisfactory,2.291,302,3.258,430,1.482,196,0.233,31,27.9,KA002
08-09-2015,Bengaluru,13.2,50.9,85,Satisfactory,2.201,290,3.083,407,1.423,188,0.222,29,26.6,KA002
09-09-2015,Bengaluru,13.2,41.4,69,Satisfactory,2.069,273,3.378,446,1.497,198,0.208,27,26.7,KA002
10-09-2015,Bengaluru,13.2,35.3,58,Satisfactory,2.244,296,3.281,433,1.606,212,0.238,31,28.5,KA002
11-09-2015,Bengaluru,13.2,40,66,Satisfactory,2.182,288,3.118,412,1.681,222,0.216,28,27.6,KA002
12-09-2015,Bengaluru,13.2,30.6,500,Severe,2.152,284,3.296,435,1.293,171,0.209,28,25.9,KA002
13-09-2015,Bengaluru,13.2,33.6,55,Satisfactory,2.355,311,3.303,436,1.519,201,0.225,30,28.1,KA002
14-09-2015,Bengaluru,13.2,48.7,81,Satisfactory,2.465,325,3.232,427,1.595,210,0.22,29,28.4,KA002
15-09-2015,Bengaluru,13.2,48.1,80,Satisfactory,2.106,278,2.958,390,1.694,224,0.227,30,27.5,KA002
16-09-2015,Bengaluru,13.2,44.4,74,Satisfactory,2.229,294,2.965,391,1.557,206,0.219,29,27,KA002
17-09-2015,Bengaluru,13.2,29.5,49,Good,2.131,281,2.795,369,1.495,197,0.227,30,26.3,KA002
18-09-2015,Bengaluru,13.2,39.4,65,Satisfactory,2.276,300,3.384,447,1.488,196,0.227,30,27.9,KA002
19-09-2015,Bengaluru,13.2,33.2,55,Satisfactory,1.905,251,2.834,374,1.408,186,0.217,29,25,KA002
20-09-2015,Bengaluru,13.2,50.5,84,Satisfactory,2.086,275,3.194,422,1.515,200,0.229,30,27.2,KA002
21-09-2015,Bengaluru,13.2,37.9,63,Satisfactory,2.211,292,2.83,374,1.549,205,0.257,34,27.8,KA002
22-09-2015,Bengaluru,13.2,34.4,57,Satisfactory,2.315,306,3.426,452,1.394,184,0.209,28,27.1,KA002
23-09-2015,Bengaluru,13.2,42.4,70,Satisfactory,2.258,298,2.93,387,1.644,217,0.211,28,27.1,KA002
24-09-2015,Bengaluru,13.2,37.7,62,Satisfactory,2.315,306,3.188,421,1.537,203,0.216,29,27.5,KA002
25-09-2015,Bengaluru,13.2,53,88,Satisfactory,2.326,307,2.899,383,1.432,189,0.236,31,27.1,KA002
26-09-2015,Bengaluru,13.2,37.1,61,Satisfactory,2.393,316,3.288,434,1.535,203,0.22,29,28.1,KA002
27-09-2015,Bengaluru,13.2,32.4,53,Satisfactory,2.397,316,3.304,436,1.44,190,0.228,30,27.9,KA002
28-09-2015,Bengaluru,13.2,27,45,Good,2.077,274,3.081,407,1.614,213,0.232,31,27.4,KA002
29-09-2015,Bengaluru,13.2,42.4,70,Satisfactory,2.367,312,3.137,414,1.388,183,0.25,33,28,KA002
30-09-2015,Bengaluru,13.2,38.6,64,Satisfactory,2.298,303,3.284,433,1.505,199,0.197,26,26.9,KA002
01-10-2015,Bengaluru,13.2,32.4,53,Satisfactory,2.532,334,2.989,395,1.415,187,0.217,29,27.2,KA002
02-10-2015,Bengaluru,13.2,51.3,85,Satisfactory,2.181,288,3.4,449,1.637,216,0.245,32,28.9,KA002
03-10-2015,Bengaluru,13.2,47.6,79,Satisfactory,2.257,298,3.231,426,1.644,217,0.235,31,28.5,KA002
04-10-2015,Bengaluru,13.2,42.7,71,Satisfactory,2.11,279,2.853,377,1.408,186,0.234,31,26.2,KA002
05-10-2015,Bengaluru,13.2,52.8,88,Satisfactory,2.163,286,3.553,469,1.594,210,0.261,35,29.5,KA002
06-10-2015,Bengaluru,13.2,47.8,79,Satisfactory,2.326,307,3.21,424,1.716,227,0.235,31,29,KA002
07-10-2015,Bengaluru,13.2,37.1,61,Satisfactory,2.25,297,3.061,404,1.589,210,0.211,28,27.1,KA002
08-10-2015,Bengaluru,13.2,35.6,59,Satisfactory,2.288,302,3.148,416,1.645,217,0.221,29,28,KA002
09-10-2015,Bengaluru,13.2,49.1,82,Satisfactory,2.351,310,3.044,402,1.596,211,0.199,26,27,KA002
10-10-2015,Bengaluru,13.2,46.1,77,Satisfactory,2.233,295,3.138,414,1.422,188,0.249,33,27.7,KA002
11-10-2015,Bengaluru,13.2,44.5,74,Satisfactory,2.225,294,3.309,437,1.392,184,0.225,30,27.1,KA002
12-10-2015,Bengaluru,13.2,37.3,62,Satisfactory,2.094,276,3.254,430,1.46,193,0.235,31,27.3,KA002
13-10-2015,Bengaluru,13.2,47.8,79,Satisfactory,2.178,287,3.293,435,1.49,197,0.237,31,27.8,KA002
14-10-2015,Bengaluru,13.2,38.1,63,Satisfactory,2.22,293,3.016,398,1.67,220,0.222,29,27.6,KA002
15-10-2015,Bengaluru,13.2,42.8,71,Satisfactory,2.276,300,2.989,394,1.718,227,0.239,32,28.5,KA002
16-10-2015,Bengaluru,13.2,54,90,Satisfactory,2.402,317,3.279,433,1.648,218,0.257,34,29.8,KA002
17-10-2015,Bengaluru,13.2,38.9,64,Satisfactory,2.313,305,3.278,433,1.575,208,0.216,28,27.8,KA002
18-10-2015,Bengaluru,13.2,32.4,53,Satisfactory,2.407,318,2.966,392,1.411,186,0.212,28,26.6,KA002
19-10-2015,Bengaluru,13.2,36.2,60,Satisfactory,2.089,276,3.078,406,1.553,205,0.221,29,26.8,KA002
20-10-2015,Bengaluru,13.2,51,85,Satisfactory,2.257,298,3.265,431,1.436,190,0.25,33,28.2,KA002
21-10-2015,Bengaluru,13.2,45.8,76,Satisfactory,2.144,283,3.147,415,1.444,191,0.228,30,26.9,KA002
22-10-2015,Bengaluru,13.2,43.1,71,Satisfactory,2.424,320,3.372,445,1.675,221,0.219,29,28.9,KA002
23-10-2015,Bengaluru,13.2,40.4,67,Satisfactory,2.171,287,2.894,382,1.552,205,0.259,34,27.9,KA002
24-10-2015,Bengaluru,13.2,47.6,79,Satisfactory,2.43,321,2.897,382,1.622,214,0.227,30,28,KA002
25-10-2015,Bengaluru,13.2,38.1,63,Satisfactory,2.422,320,3.335,440,1.291,170,0.222,29,27.2,KA002
26-10-2015,Bengaluru,13.2,46.4,77,Satisfactory,2.323,307,3.286,434,1.508,199,0.246,33,28.6,KA002
27-10-2015,Bengaluru,13.2,39,65,Satisfactory,2.271,300,3.15,416,1.471,194,0.225,30,27.3,KA002
28-10-2015,Bengaluru,13.2,37.9,63,Satisfactory,2.232,295,3.066,405,1.612,213,0.206,27,27,KA002
29-10-2015,Bengaluru,13.2,39.8,66,Satisfactory,2.193,289,3.226,426,1.608,212,0.245,32,28.5,KA002
30-10-2015,Bengaluru,13.2,41.8,69,Satisfactory,2.186,289,3.182,420,1.612,213,0.238,31,28.2,KA002
31-10-2015,Bengaluru,13.2,44.2,73,Satisfactory,2.236,295,3.215,424,1.552,205,0.253,33,28.6,KA002
01-11-2015,Bengaluru,13.2,46.3,77,Satisfactory,2.514,332,3.155,416,1.681,222,0.216,28,28.7,KA002
02-11-2015,Bengaluru,13.2,18.1,30,Good,2.003,264,3.134,414,1.364,180,0.193,25,24.9,KA002
03-11-2015,Bengaluru,13.2,38.9,64,Satisfactory,2.259,298,3.306,436,1.492,197,0.241,32,28.2,KA002
04-11-2015,Bengaluru,13.2,42,70,Satisfactory,2.342,309,3.318,438,1.692,223,0.205,27,28.2,KA002
05-11-2015,Bengaluru,13.2,55.7,93,Satisfactory,2.272,300,3.301,436,1.601,211,0.233,31,28.5,KA002
06-11-2015,Bengaluru,13.2,37.1,61,Satisfactory,2.278,301,3.124,412,1.627,215,0.25,33,28.8,KA002
07-11-2015,Bengaluru,13.2,46.1,77,Satisfactory,2.061,272,3.251,429,1.507,199,0.236,31,27.4,KA002
08-11-2015,Bengaluru,13.2,55.8,93,Satisfactory,2.496,329,3.444,455,1.603,212,0.248,33,29.9,KA002
09-11-2015,Bengaluru,13.2,35.6,59,Satisfactory,2.366,312,3.089,408,1.599,211,0.21,28,27.5,KA002
10-11-2015,Bengaluru,13.2,48,80,Satisfactory,2.261,298,3.124,412,1.681,222,0.256,34,29.2,KA002
11-11-2015,Bengaluru,13.2,39.4,65,Satisfactory,2.116,279,3.228,426,1.512,200,0.237,31,27.6,KA002
12-11-2015,Bengaluru,13.2,41.6,69,Satisfactory,2.351,310,3.285,434,1.403,185,0.23,30,27.7,KA002
13-11-2015,Bengaluru,13.2,39.5,65,Satisfactory,2.08,275,3.117,411,1.437,190,0.247,33,27.2,KA002
14-11-2015,Bengaluru,13.2,40.1,66,Satisfactory,2.102,277,3.223,425,1.488,196,0.207,27,26.4,KA002
15-11-2015,Bengaluru,13.2,65,115,Moderate,2.35,310,3.094,408,1.68,222,0.266,35,29.7,KA002
16-11-2015,Bengaluru,13.2,51.5,86,Satisfactory,2.5,330,3.191,421,1.5,198,0.232,31,28.4,KA002
17-11-2015,Bengaluru,13.2,53.4,89,Satisfactory,2.389,315,3.5,462,1.625,214,0.278,37,30.8,KA002
18-11-2015,Bengaluru,13.2,49.1,82,Satisfactory,2.191,289,3.297,435,1.589,210,0.241,32,28.4,KA002
19-11-2015,Bengaluru,13.2,34,56,Satisfactory,1.986,262,2.989,395,1.456,192,0.198,26,25.2,KA002
20-11-2015,Bengaluru,13.2,48.5,81,Satisfactory,2.283,301,3.08,407,1.383,183,0.233,31,27,KA002
21-11-2015,Bengaluru,13.2,53.4,89,Satisfactory,2.335,308,2.963,391,1.628,215,0.228,30,27.9,KA002
22-11-2015,Bengaluru,13.2,39.6,66,Satisfactory,2.225,294,3.442,454,1.367,180,0.234,31,27.6,KA002
23-11-2015,Bengaluru,13.2,52.8,88,Satisfactory,2.547,336,3.008,397,1.658,219,0.252,33,29.5,KA002
24-11-2015,Bengaluru,13.2,50.9,85,Satisfactory,2.27,300,2.706,357,1.773,234,0.228,30,27.8,KA002
25-11-2015,Bengaluru,13.2,59.2,99,Satisfactory,2.01,265,2.957,390,1.609,212,0.248,33,27.5,KA002
26-11-2015,Bengaluru,13.2,42.9,71,Satisfactory,2.195,290,3.162,417,1.488,196,0.218,29,26.9,KA002
27-11-2015,Bengaluru,13.2,38.1,63,Satisfactory,2.288,302,2.995,395,1.653,218,0.227,30,27.9,KA002
28-11-2015,Bengaluru,13.2,43.4,72,Satisfactory,2.305,304,3.179,420,1.512,200,0.22,29,27.5,KA002
29-11-2015,Bengaluru,13.2,56.4,94,Satisfactory,2.29,302,3.282,433,1.62,214,0.246,33,29,KA002
30-11-2015,Bengaluru,13.2,33,54,Satisfactory,2.159,285,2.989,395,1.553,205,0.222,29,26.9,KA002
01-12-2015,Bengaluru,13.2,31.3,52,Satisfactory,1.933,255,2.926,386,1.414,187,0.216,29,25.3,KA002
02-12-2015,Bengaluru,13.2,46.9,78,Satisfactory,2.281,301,3.344,441,1.694,224,0.23,30,28.9,KA002
03-12-2015,Bengaluru,13.2,43.1,71,Satisfactory,2.205,291,3.209,424,1.641,217,0.235,31,28.3,KA002
04-12-2015,Bengaluru,13.2,46.4,77,Satisfactory,2.301,304,2.66,351,1.759,232,0.206,27,27,KA002
05-12-2015,Bengaluru,13.2,53.1,88,Satisfactory,2.367,312,2.905,383,1.635,216,0.241,32,28.3,KA002
06-12-2015,Bengaluru,13.2,42.4,70,Satisfactory,2.415,319,2.811,371,1.502,198,0.219,29,27,KA002
07-12-2015,Bengaluru,13.2,32.9,54,Satisfactory,2.077,274,3.075,406,1.383,183,0.211,28,25.7,KA002
08-12-2015,Bengaluru,13.2,61.2,102,Moderate,2.157,285,3.279,433,1.628,215,0.268,35,29.3,KA002
09-12-2015,Bengaluru,13.2,39.3,65,Satisfactory,2.156,285,3.103,410,1.529,202,0.242,32,27.7,KA002
10-12-2015,Bengaluru,13.2,38.9,64,Satisfactory,2.133,282,3.015,398,1.633,216,0.236,31,27.7,KA002
11-12-2015,Bengaluru,13.2,54.5,91,Satisfactory,2.192,289,3.404,449,1.568,207,0.26,34,29.2,KA002
12-12-2015,Bengaluru,13.2,43.8,73,Satisfactory,2.45,323,3.217,425,1.472,194,0.22,29,27.8,KA002
13-12-2015,Bengaluru,13.2,46.2,77,Satisfactory,2.286,302,2.994,395,1.383,183,0.205,27,26,KA002
14-12-2015,Bengaluru,13.2,50.1,83,Satisfactory,2.555,337,3.024,399,1.557,206,0.244,32,28.9,KA002
15-12-2015,Bengaluru,13.2,54.5,91,Satisfactory,2.305,304,3.06,404,1.518,200,0.235,31,27.7,KA002
16-12-2015,Bengaluru,13.2,44.3,73,Satisfactory,2.098,277,3.093,408,1.504,199,0.22,29,26.6,KA002
17-12-2015,Bengaluru,13.2,57.7,96,Satisfactory,2.209,292,3.229,426,1.581,209,0.238,31,28.2,KA002
18-12-2015,Bengaluru,13.2,31.4,52,Satisfactory,2.332,308,3.175,419,1.495,197,0.197,26,26.7,KA002
19-12-2015,Bengaluru,13.2,52.3,87,Satisfactory,2.139,282,3.039,401,1.49,197,0.251,33,27.6,KA002
20-12-2015,Bengaluru,13.2,40.8,68,Satisfactory,2.315,306,2.886,381,1.463,193,0.238,31,27.3,KA002
21-12-2015,Bengaluru,13.2,56.8,95,Satisfactory,2.267,299,3.294,435,1.735,229,0.226,30,28.8,KA002
22-12-2015,Bengaluru,13.2,47.9,80,Satisfactory,2.147,283,3.333,440,1.532,202,0.252,33,28.5,KA002
23-12-2015,Bengaluru,13.2,42.1,70,Satisfactory,2.433,321,3.471,458,1.597,211,0.224,30,29,KA002
24-12-2015,Bengaluru,13.2,51.7,86,Satisfactory,2.211,292,3.271,432,1.537,203,0.253,33,28.6,KA002
25-12-2015,Bengaluru,13.2,53.4,89,Satisfactory,2.186,289,3.062,404,1.556,205,0.228,30,27.3,KA002
26-12-2015,Bengaluru,13.2,51.6,86,Satisfactory,2.281,301,3.31,437,1.67,220,0.266,35,29.9,KA002
27-12-2015,Bengaluru,13.2,39.6,66,Satisfactory,2.167,286,3.108,410,1.473,194,0.213,28,26.5,KA002
28-12-2015,Bengaluru,13.2,43.5,72,Satisfactory,2.552,337,2.9,383,1.618,214,0.225,30,28.3,KA002
29-12-2015,Bengaluru,13.2,47,78,Satisfactory,2.414,319,3.162,417,1.608,212,0.231,30,28.5,KA002
30-12-2015,Bengaluru,13.2,46.8,78,Satisfactory,2.188,289,3.224,426,1.516,200,0.231,31,27.6,KA002
31-12-2015,Bengaluru,13.2,52.5,87,Satisfactory,2.231,294,3.473,458,1.469,194,0.251,33,28.7,KA002
01-01-2016,Bengaluru,13.2,32.3,53,Satisfactory,1.934,255,3.115,411,1.56,206,0.191,25,25.5,KA002
02-01-2016,Bengaluru,13.2,49.2,82,Satisfactory,2.299,303,3.026,399,1.504,199,0.23,30,27.4,KA002
03-01-2016,Bengaluru,13.2,44.8,74,Satisfactory,2.158,285,2.803,370,1.516,200,0.243,32,27,KA002
04-01-2016,Bengaluru,13.2,40.8,68,Satisfactory,2.252,297,2.91,384,1.477,195,0.22,29,26.6,KA002
05-01-2016,Bengaluru,13.2,41.5,69,Satisfactory,1.979,261,2.962,391,1.371,181,0.205,27,24.9,KA002
06-01-2016,Bengaluru,13.2,45.3,75,Satisfactory,2.258,298,3.479,459,1.547,204,0.221,29,28.1,KA002
07-01-2016,Bengaluru,13.2,21,35,Good,2.368,313,3.015,398,1.262,167,0.217,29,26.1,KA002
08-01-2016,Bengaluru,13.2,41.8,69,Satisfactory,2.252,297,3.13,413,1.587,210,0.229,30,27.8,KA002
09-01-2016,Bengaluru,13.2,40.6,67,Satisfactory,2.135,282,3.348,442,1.585,209,0.226,30,27.8,KA002
10-01-2016,Bengaluru,13.2,50.7,84,Satisfactory,2.285,302,3.304,436,1.558,206,0.223,29,28,KA002
11-01-2016,Bengaluru,13.2,41.1,68,Satisfactory,2.233,295,3.094,408,1.414,187,0.24,32,27.3,KA002
12-01-2016,Bengaluru,13.2,45.4,75,Satisfactory,2.56,338,3.381,446,1.597,211,0.24,32,29.7,KA002
13-01-2016,Bengaluru,13.2,58,97,Satisfactory,2.276,300,3.092,408,1.245,164,0.246,32,26.9,KA002
14-01-2016,Bengaluru,13.2,54.1,90,Satisfactory,2.137,282,3.26,430,1.583,209,0.258,34,28.7,KA002
15-01-2016,Bengaluru,13.2,53.4,89,Satisfactory,2.303,304,2.961,391,1.703,225,0.228,30,28.1,KA002
16-01-2016,Bengaluru,13.2,43.3,72,Satisfactory,2.279,301,3.203,423,1.565,207,0.241,32,28.4,KA002
17-01-2016,Bengaluru,13.2,50.8,84,Satisfactory,2.365,312,3.384,447,1.51,199,0.233,31,28.5,KA002
18-01-2016,Bengaluru,13.2,45.2,75,Satisfactory,2.364,312,3.328,439,1.434,189,0.231,30,28,KA002
19-01-2016,Bengaluru,13.2,45.5,76,Satisfactory,2.528,334,3.335,440,1.776,234,0.216,29,29.5,KA002
20-01-2016,Bengaluru,13.2,49.9,83,Satisfactory,2.202,291,3.737,493,1.527,201,0.235,31,28.9,KA002
21-01-2016,Bengaluru,13.2,42.6,71,Satisfactory,2.156,285,3.1,409,1.515,200,0.213,28,26.6,KA002
22-01-2016,Bengaluru,13.2,57.6,96,Satisfactory,2.063,272,3.047,402,1.55,205,0.24,32,27.3,KA002
23-01-2016,Bengaluru,13.2,45.7,76,Satisfactory,2.353,311,3.252,429,1.459,193,0.219,29,27.5,KA002
24-01-2016,Bengaluru,13.2,51.3,85,Satisfactory,2.168,286,3.023,399,1.336,176,0.258,34,27.2,KA002
25-01-2016,Bengaluru,13.2,57.3,95,Satisfactory,2.443,323,3.002,396,1.541,203,0.249,33,28.6,KA002
26-01-2016,Bengaluru,13.2,54.3,90,Satisfactory,2.237,295,3.158,417,1.576,208,0.249,33,28.5,KA002
27-01-2016,Bengaluru,13.2,36.7,61,Satisfactory,2.451,324,3.494,461,1.414,187,0.221,29,28.2,KA002
28-01-2016,Bengaluru,13.2,50,83,Satisfactory,2.088,276,3.317,438,1.322,175,0.241,32,27,KA002
29-01-2016,Bengaluru,13.2,52.9,88,Satisfactory,2.439,322,3.272,432,1.602,211,0.237,31,29,KA002
30-01-2016,Bengaluru,13.2,53.2,89,Satisfactory,2.424,320,2.88,380,1.577,208,0.266,35,29,KA002
31-01-2016,Bengaluru,13.2,38.8,64,Satisfactory,2.301,304,3.015,398,1.653,218,0.207,27,27.3,KA002
01-02-2016,Bengaluru,13.2,42,70,Satisfactory,2.095,277,3.418,451,1.519,200,0.231,31,27.7,KA002
02-02-2016,Bengaluru,13.2,53.9,90,Satisfactory,2.376,314,3.152,416,1.399,185,0.251,33,28.1,KA002
03-02-2016,Bengaluru,13.2,41.2,68,Satisfactory,2.259,298,3.558,470,1.645,217,0.22,29,28.7,KA002
04-02-2016,Bengaluru,13.2,44.5,74,Satisfactory,2.01,265,3.244,428,1.663,220,0.242,32,28.1,KA002
05-02-2016,Bengaluru,13.2,58,97,Satisfactory,2.54,335,3.195,422,1.469,194,0.246,32,28.9,KA002
06-02-2016,Bengaluru,13.2,46.3,77,Satisfactory,2.219,293,3.108,410,1.598,211,0.209,28,27.1,KA002
07-02-2016,Bengaluru,13.2,41.4,69,Satisfactory,2.442,322,3.132,413,1.659,219,0.227,30,28.7,KA002
08-02-2016,Bengaluru,13.2,40.3,67,Satisfactory,2.229,294,2.866,378,1.674,221,0.22,29,27.3,KA002
09-02-2016,Bengaluru,13.2,49,81,Satisfactory,2.414,319,3.366,444,1.687,223,0.228,30,29.2,KA002
10-02-2016,Bengaluru,13.2,37,61,Satisfactory,2.108,278,3.207,423,1.537,203,0.241,32,27.7,KA002
11-02-2016,Bengaluru,13.2,44.8,74,Satisfactory,2.288,302,3.112,411,1.538,203,0.215,28,27.2,KA002
12-02-2016,Bengaluru,13.2,48.9,81,Satisfactory,2.298,303,3.159,417,1.505,199,0.248,33,28.3,KA002
13-02-2016,Bengaluru,13.2,55.8,93,Satisfactory,2.267,299,3.369,445,1.53,202,0.277,37,29.7,KA002
14-02-2016,Bengaluru,13.2,51.3,85,Satisfactory,2.171,287,3.58,473,1.451,192,0.278,37,29.5,KA002
15-02-2016,Bengaluru,13.2,41.3,68,Satisfactory,1.83,242,3.433,453,1.571,207,0.256,34,28,KA002
16-02-2016,Bengaluru,13.2,54.9,91,Satisfactory,2.191,289,3.245,428,1.57,207,0.241,32,28.2,KA002
17-02-2016,Bengaluru,13.2,44.2,73,Satisfactory,2.351,310,3.002,396,1.502,198,0.234,31,27.7,KA002
18-02-2016,Bengaluru,13.2,37.4,62,Satisfactory,2.038,269,2.838,375,1.498,198,0.213,28,25.7,KA002
19-02-2016,Bengaluru,13.2,45,75,Satisfactory,2.099,277,3.185,420,1.646,217,0.25,33,28.5,KA002
20-02-2016,Bengaluru,13.2,56.6,94,Satisfactory,2.117,279,3.066,405,1.662,219,0.275,36,29.2,KA002
21-02-2016,Bengaluru,13.2,47.4,79,Satisfactory,2.3,304,3.203,423,1.369,181,0.224,30,27,KA002
22-02-2016,Bengaluru,13.2,46.3,77,Satisfactory,2.145,283,3.223,425,1.777,235,0.253,33,29.4,KA002
23-02-2016,Bengaluru,13.2,57.9,96,Satisfactory,2.492,329,3.362,444,1.709,226,0.265,35,30.8,KA002
24-02-2016,Bengaluru,13.2,35.8,59,Satisfactory,2.315,306,2.899,383,1.46,193,0.237,31,27.2,KA002
25-02-2016,Bengaluru,13.2,36.8,61,Satisfactory,2.248,297,2.957,390,1.509,199,0.221,29,26.9,KA002
26-02-2016,Bengaluru,13.2,34.4,57,Satisfactory,2.251,297,3.053,403,1.489,197,0.203,27,26.4,KA002
27-02-2016,Bengaluru,13.2,48.7,81,Satisfactory,2.174,287,3.229,426,1.463,193,0.237,31,27.5,KA002
28-02-2016,Bengaluru,13.2,47.1,78,Satisfactory,2.166,286,3.21,424,1.518,200,0.255,34,28.3,KA002
29-02-2016,Bengaluru,13.2,57,95,Satisfactory,2.417,319,3.717,491,1.5,198,0.257,34,30.1,KA002
01-03-2016,Bengaluru,13.2,47.6,79,Satisfactory,2.397,316,2.744,362,1.641,217,0.236,31,27.9,KA002
02-03-2016,Bengaluru,13.2,42.9,71,Satisfactory,2.345,310,3.362,444,1.382,182,0.241,32,28.1,KA002
03-03-2016,Bengaluru,13.2,45.8,76,Satisfactory,2.2,290,3.367,444,1.487,196,0.22,29,27.4,KA002
04-03-2016,Bengaluru,13.2,46.6,77,Satisfactory,2.215,292,2.995,395,1.459,193,0.239,32,27.2,KA002
05-03-2016,Bengaluru,13.2,33.6,55,Satisfactory,2.083,275,3.02,399,1.655,218,0.219,29,27.1,KA002
06-03-2016,Bengaluru,13.2,65.1,115,Moderate,2.466,326,3.603,476,1.711,226,0.247,33,30.6,KA002
07-03-2016,Bengaluru,13.2,49.3,82,Satisfactory,2.012,266,3.063,404,1.61,213,0.241,32,27.5,KA002
08-03-2016,Bengaluru,13.2,47,78,Satisfactory,1.97,260,3.056,403,1.655,218,0.225,30,27,KA002
09-03-2016,Bengaluru,13.2,49.9,83,Satisfactory,2.009,265,3.208,423,1.569,207,0.217,29,26.8,KA002
10-03-2016,Bengaluru,13.2,50.5,84,Satisfactory,1.992,263,3.286,434,1.554,205,0.256,34,28.1,KA002
11-03-2016,Bengaluru,13.2,44.4,74,Satisfactory,2.441,322,3.348,442,1.53,202,0.22,29,28.3,KA002
12-03-2016,Bengaluru,13.2,40.8,68,Satisfactory,2.346,310,3.338,441,1.483,196,0.226,30,28,KA002
13-03-2016,Bengaluru,13.2,49.6,82,Satisfactory,2.118,280,3.333,440,1.629,215,0.258,34,29,KA002
14-03-2016,Bengaluru,13.2,48,80,Satisfactory,2.26,298,2.812,371,1.647,217,0.212,28,26.9,KA002
15-03-2016,Bengaluru,13.2,39.3,65,Satisfactory,2.43,321,3.127,413,1.582,209,0.247,33,28.9,KA002
